frame,timestamp,landmark_name,x,y,z,visibility
10,0.3333333333333333,left_hip,0.47337651572681777,0.562288143453151,0.0,0.99
10,0.3333333333333333,right_hip,0.6141076164527348,0.5623023774190233,0.0,0.99
10,0.3333333333333333,left_knee,0.39687205948742027,0.6986800286724056,0.0,0.99
10,0.3333333333333333,right_knee,0.6034102929962224,0.7002037974273811,0.0,0.99
10,0.3333333333333333,left_ankle,0.37070525759749334,0.9006121571695713,0.0,0.99
10,0.3333333333333333,right_ankle,0.6306366658866508,0.9004797460407514,0.0,0.99
11,0.36666666666666664,left_shoulder,0.49561423312299113,0.31019603159141507,0.0,0.99
11,0.36666666666666664,right_shoulder,0.6758718792296379,0.3092187144444108,0.0,0.99
11,0.36666666666666664,left_hip,0.4769229597858041,0.574306928236962,0.0,0.99
11,0.36666666666666664,right_hip,0.6173854343614955,0.5751331350422643,0.0,0.99
11,0.36666666666666664,left_knee,0.3992731558431707,0.7021881238635015,0.0,0.99
11,0.36666666666666664,right_knee,0.6025139167120644,0.7032697446243737,0.0,0.99
11,0.36666666666666664,left_ankle,0.3709100012626427,0.8997292717707237,0.0,0.99
11,0.36666666666666664,right_ankle,0.6294409246459924,0.8994536916534615,0.0,0.99
12,0.4,left_shoulder,0.5023175799256884,0.3163329143254022,0.0,0.99
12,0.4,right_shoulder,0.6831723003937255,0.31772478427461803,0.0,0.99
12,0.4,left_hip,0.48230540860947513,0.5874823745392392,0.0,0.99
12,0.4,right_hip,0.6219304936405986,0.5881227151764155,0.0,0.99
12,0.4,left_knee,0.39865691823937577,0.705620801344343,0.0,0.99
12,0.4,right_knee,0.6013321930086285,0.7058642358121294,0.0,0.99
12,0.4,left_ankle,0.3705002809196609,0.899956065489188,0.0,0.99
12,0.4,right_ankle,0.6293570434366752,0.9005782708620406,0.0,0.99
13,0.43333333333333335,left_shoulder,0.5090731230724395,0.3240097358105037,0.0,0.99
13,0.43333333333333335,right_shoulder,0.6903514032506747,0.3231997656628492,0.0,0.99
13,0.43333333333333335,left_hip,0.48502948956501885,0.6006644281724937,0.0,0.99
13,0.43333333333333335,right_hip,0.625676313260552,0.5991108414795077,0.0,0.99
13,0.43333333333333335,left_knee,0.3998220915133808,0.7074836741441898,0.0,0.99
13,0.43333333333333335,right_knee,0.6002416894126815,0.7087943767074912,0.0,0.99
13,0.43333333333333335,left_ankle,0.3692923486174877,0.9006530209570508,0.0,0.99
13,0.43333333333333335,right_ankle,0.6309606118868941,0.9003145365854721,0.0,0.99
14,0.4666666666666667,left_shoulder,0.5151613547743699,0.32955785983802854,0.0,0.99
14,0.4666666666666667,right_shoulder,0.6947225074540738,0.32848902562636717,0.0,0.99
14,0.4666666666666667,left_hip,0.48953096910450605,0.6115025910894514,0.0,0.99
14,0.4666666666666667,right_hip,0.6286423508442286,0.6120704913602186,0.0,0.99
14,0.4666666666666667,left_knee,0.4014443754985242,0.7116148368560034,0.0,0.99
14,0.4666666666666667,right_knee,0.5990755538786213,0.7102934356746808,0.0,0.99
14,0.4666666666666667,left_ankle,0.3695036696227309,0.8995859333053404,0.0,0.99
14,0.4666666666666667,right_ankle,0.6294810787851167,0.900172874336332,0.0,0.99
15,0.5,left_shoulder,0.5204583860979909,0.3347776816129595,0.0,0.99
15,0.5,right_shoulder,0.7002018038604574,0.33575969062008154,0.0,0.99
15,0.5,left_hip,0.49134071055204565,0.6214690064870165,0.0,0.99
15,0.5,right_hip,0.6317998400482228,0.6223612780631571,0.0,0.99
15,0.5,left_knee,0.40233119929265987,0.7141419561719967,0.0,0.99
15,0.5,right_knee,0.5975133551309988,0.7133701639281832,0.0,0.99
15,0.5,left_ankle,0.37004701317117433,0.8990374097358108,0.0,0.99
15,0.5,right_ankle,0.6298802498247699,0.8993662157745445,0.0,0.99
16,0.5333333333333333,left_shoulder,0.5247248780556386,0.34031535399297186,0.0,0.99
16,0.5333333333333333,right_shoulder,0.7050617065164143,0.33966399895691135,0.0,0.99
16,0.5333333333333333,left_hip,0.49473761603644334,0.6306895315346696,0.0,0.99
16,0.5333333333333333,right_hip,0.6339391937976462,0.6306132777102713,0.0,0.99
16,0.5333333333333333,left_knee,0.40339705259842507,0.7159983285471699,0.0,0.99
16,0.5333333333333333,right_knee,0.5959260499855452,0.7155503758636068,0.0,0.99
16,0.5333333333333333,left_ankle,0.3694969886420862,0.8995538341409296,0.0,0.99
16,0.5333333333333333,right_ankle,0.630544522197511,0.9000154279835847,0.0,0.99
17,0.5666666666666667,left_shoulder,0.5298040910877371,0.34420061859960405,0.0,0.99
17,0.5666666666666667,right_shoulder,0.7105056083870837,0.3435671291015789,0.0,0.99
17,0.5666666666666667,left_hip,0.4967142959433689,0.6380745228556145,0.0,0.99
17,0.5666666666666667,right_hip,0.6365135631195507,0.6384488785990086,0.0,0.99
17,0.5666666666666667,left_knee,0.40385146363693386,0.7172579630149024,0.0,0.99
17,0.5666666666666667,right_knee,0.5960093005836601,0.718074394394821,0.0,0.99
17,0.5666666666666667,left_ankle,0.37039843576436055,0.9007530709635612,0.0,0.99
17,0.5666666666666667,right_ankle,0.6308843611766072,0.8995191845882354,0.0,0.99
18,0.6,left_shoulder,0.5328566379125896,0.34762414436762124,0.0,0.99
18,0.6,right_shoulder,0.7134176098663807,0.346011879171388,0.0,0.99
18,0.6,left_hip,0.4974308051863207,0.6437219445202281,0.0,0.99
18,0.6,right_hip,0.6373326534768653,0.6433189858605846,0.0,0.99
18,0.6,left_knee,0.403602509917211,0.7188889933126617,0.0,0.99
18,0.6,right_knee,0.5961116036510805,0.7193441018877994,0.0,0.99
18,0.6,left_ankle,0.3693088932475374,0.9004322397655764,0.0,0.99
18,0.6,right_ankle,0.6303205130303827,0.8992859579958485,0.0,0.99
19,0.6333333333333333,left_shoulder,0.5355819597418142,0.3497513836398328,0.0,0.99
19,0.6333333333333333,right_shoulder,0.7142554697361038,0.349721302332338,0.0,0.99
19,0.6333333333333333,left_hip,0.499138899346379,0.647738632579593,0.0,0.99
19,0.6333333333333333,right_hip,0.640322128506433,0.6484290003685771,0.0,0.99
19,0.6333333333333333,left_knee,0.40412564779884513,0.719336952113551,0.0,0.99
19,0.6333333333333333,right_knee,0.5952284944365254,0.7191521407662333,0.0,0.99
19,0.6333333333333333,left_ankle,0.36939148933226784,0.8996370511366754,0.0,0.99
19,0.6333333333333333,right_ankle,0.6304443016702824,0.8990389658561048,0.0,0.99
20,0.6666666666666666,left_shoulder,0.5359760615488849,0.34974887725687376,0.0,0.99
20,0.6666666666666666,right_shoulder,0.7149041250149224,0.34953095683155233,0.0,0.99
20,0.6666666666666666,left_hip,0.5001744991773772,0.6497751176695448,0.0,0.99
20,0.6666666666666666,right_hip,0.639055226614775,0.6507207595888861,0.0,0.99
20,0.6666666666666666,left_knee,0.40555471962107326,0.720884707940969,0.0,0.99
20,0.6666666666666666,right_knee,0.5942315656796676,0.7194724445683619,0.0,0.99
20,0.6666666666666666,left_ankle,0.3690791763798281,0.9005579948601358,0.0,0.99
20,0.6666666666666666,right_ankle,0.6295408921950426,0.8992591111186113,0.0,0.99
21,0.7,left_shoulder,0.5357124694158236,0.3506907886856356,0.0,0.99
21,0.7,right_shoulder,0.7165059190128309,0.34938517908285605,0.0,0.99
21,0.7,left_hip,0.49922538092440166,0.6505889361176415,0.0,0.99
21,0.7,right_hip,0.64006783488038,0.6501514279937112,0.0,0.99
21,0.7,left_knee,0.4041569179245717,0.7190563690485567,0.0,0.99
21,0.7,right_knee,0.595398417633819,0.7197919501052663,0.0,0.99
21,0.7,left_ankle,0.3691448281894464,0.9008766994180804,0.0,0.99
21,0.7,right_ankle,0.6302688790125931,0.9006032571831428,0.0,0.99
22,0.7333333333333333,left_shoulder,0.533983779126969,0.3495287513472443,0.0,0.99
22,0.7333333333333333,right_shoulder,0.713949539144249,0.34954184401260774,0.0,0.99
22,0.7333333333333333,left_hip,0.49924993263889034,0.6474424145841805,0.0,0.99
22,0.7333333333333333,right_hip,0.6394485138338605,0.6486174495977536,0.0,0.99
22,0.7333333333333333,left_knee,0.4043384351724383,0.7187323580773464,0.0,0.99
22,0.7333333333333333,right_knee,0.595251114373971,0.7189507808164783,0.0,0.99
22,0.7333333333333333,left_ankle,0.3692189029301586,0.8993228981831952,0.0,0.99
22,0.7333333333333333,right_ankle,0.6291007594344191,0.899403536497537,0.0,0.99
23,0.7666666666666667,left_shoulder,0.5323615951077512,0.3463476210953527,0.0,0.99
23,0.7666666666666667,right_shoulder,0.7132566068095914,0.34631753196904297,0.0,0.99
23,0.7666666666666667,left_hip,0.49818773847727604,0.6431935081121039,0.0,0.99
23,0.7666666666666667,right_hip,0.637881563321808,0.6428740345582672,0.0,0.99
23,0.7666666666666667,left_knee,0.40395716589565617,0.7175807412569519,0.0,0.99
23,0.7666666666666667,right_knee,0.5960098923835989,0.7186521472780644,0.0,0.99
23,0.7666666666666667,left_ankle,0.36937891299298753,0.8999495212770355,0.0,0.99
23,0.7666666666666667,right_ankle,0.6308692856795647,0.8992125626900542,0.0,0.99
24,0.8,left_shoulder,0.5303184725951076,0.34354498748599294,0.0,0.99
24,0.8,right_shoulder,0.7096706354613392,0.34434986018108454,0.0,0.99
24,0.8,left_hip,0.49627541232580324,0.6380767884982224,0.0,0.99
24,0.8,right_hip,0.6368647236460614,0.6390282976747417,0.0,0.99
24,0.8,left_knee,0.40363218130323897,0.7178559652262729,0.0,0.99
24,0.8,right_knee,0.5964666787508884,0.717463346037514,0.0,0.99
24,0.8,left_ankle,0.3698093954174137,0.8996951043603105,0.0,0.99
24,0.8,right_ankle,0.6291087770735769,0.8992596371623018,0.0,0.99
25,0.8333333333333334,left_shoulder,0.5248584587231554,0.3401987914883533,0.0,0.99
25,0.8333333333333334,right_shoulder,0.7052282008455268,0.3390435061325402,0.0,0.99
25,0.8333333333333334,left_hip,0.49345619924096445,0.6312591182485667,0.0,0.99
25,0.8333333333333334,right_hip,0.635028305138044,0.6309176668806825,0.0,0.99
25,0.8333333333333334,left_knee,0.40285003541327785,0.714914209464424,0.0,0.99
25,0.8333333333333334,right_knee,0.596299948136496,0.7153486894832284,0.0,0.99
25,0.8333333333333334,left_ankle,0.3693150658796584,0.8998916492164675,0.0,0.99
25,0.8333333333333334,right_ankle,0.6295264861339948,0.9009235730667252,0.0,0.99
26,0.8666666666666667,left_shoulder,0.5218849025033432,0.33503380325568827,0.0,0.99
26,0.8666666666666667,right_shoulder,0.7004285494953342,0.33587099004756804,0.0,0.99
26,0.8666666666666667,left_hip,0.49125223833949505,0.621265852348101,0.0,0.99
26,0.8666666666666667,right_hip,0.6306352803340289,0.6213159377272982,0.0,0.99
26,0.8666666666666667,left_knee,0.4024392300060361,0.7133120420160641,0.0,0.99
26,0.8666666666666667,right_knee,0.5969120173571604,0.71331598528234,0.0,0.99
26,0.8666666666666667,left_ankle,0.3690099010630079,0.8995283373716033,0.0,0.99
26,0.8666666666666667,right_ankle,0.629179506795762,0.8997990223405778,0.0,0.99
27,0.9,left_shoulder,0.5145438736654372,0.32850552804399547,0.0,0.99
27,0.9,right_shoulder,0.6950690288705036,0.32892615888323656,0.0,0.99
27,0.9,left_hip,0.4887603553183938,0.61126162084669,0.0,0.99
27,0.9,right_hip,0.6290902700104024,0.6115183290967291,0.0,0.99
27,0.9,left_knee,0.4020087435050738,0.7116295323871593,0.0,0.99
27,0.9,right_knee,0.5982022763171118,0.7105236205082772,0.0,0.99
27,0.9,left_ankle,0.3709694581701486,0.8992989262980845,0.0,0.99
27,0.9,right_ankle,0.6304483115467236,0.9002864388994091,0.0,0.99
28,0.9333333333333333,left_shoulder,0.5084956648060934,0.3240786677591781,0.0,0.99
28,0.9333333333333333,right_shoulder,0.6901919733844674,0.32366275292137414,0.0,0.99
28,0.9333333333333333,left_hip,0.48569442017623743,0.6003952719909886,0.0,0.99
28,0.9333333333333333,right_hip,0.6245053311493218,0.5998183487286209,0.0,0.99
28,0.9333333333333333,left_knee,0.40057675688129596,0.7088512479303009,0.0,0.99
28,0.9333333333333333,right_knee,0.6000413404327124,0.7088341909864309,0.0,0.99
28,0.9333333333333333,left_ankle,0.37016812303361246,0.9007856594728111,0.0,0.99
28,0.9333333333333333,right_ankle,0.630365790739001,0.9003866522705986,0.0,0.99
29,0.9666666666666667,left_shoulder,0.5023840490399228,0.31598648865142887,0.0,0.99
29,0.9666666666666667,right_shoulder,0.6821903539946904,0.3166455825517168,0.0,0.99
29,0.9666666666666667,left_hip,0.4808343704970539,0.5881950700863162,0.0,0.99
29,0.9666666666666667,right_hip,0.6217415920479084,0.5877789619037587,0.0,0.99
29,0.9666666666666667,left_knee,0.39973981418434057,0.7056609583960949,0.0,0.99
29,0.9666666666666667,right_knee,0.6004912273632446,0.704306258698189,0.0,0.99
29,0.9666666666666667,left_ankle,0.3705953951041417,0.9004965307404474,0.0,0.99
29,0.9666666666666667,right_ankle,0.6300059421047249,0.9000703996284596,0.0,0.99
30,1.0,left_shoulder,0.49647935312153674,0.30929285485537233,0.0,0.99
30,1.0,right_shoulder,0.6766343308000125,0.3096651412058534,0.0,0.99
30,1.0,left_hip,0.4770159856349083,0.5742792076032548,0.0,0.99
30,1.0,right_hip,0.6183257557110388,0.5741585262130282,0.0,0.99
30,1.0,left_knee,0.3988397828733295,0.7032451386961736,0.0,0.99
30,1.0,right_knee,0.6016277718672106,0.702058789462433,0.0,0.99
30,1.0,left_ankle,0.36995802032814123,0.9003673931254047,0.0,0.99
30,1.0,right_ankle,0.630533940211635,0.9002339480315565,0.0,0.99
31,1.0333333333333334,left_shoulder,0.4895619029347124,0.30243132062298406,0.0,0.99
31,1.0333333333333334,right_shoulder,0.6685712271297022,0.30278425754726024,0.0,0.99
31,1.0333333333333334,left_hip,0.4745288661724637,0.5613531019122655,0.0,0.99
31,1.0333333333333334,right_hip,0.6141779550534877,0.5607692060629969,0.0,0.99
31,1.0333333333333334,left_knee,0.396334051525452,0.6987714908577778,0.0,0.99
31,1.0333333333333334,right_knee,0.6031312736599856,0.6996183156713403,0.0,0.99
31,1.0333333333333334,left_ankle,0.37035141531362553,0.8995817129568587,0.0,0.99
31,1.0333333333333334,right_ankle,0.6300330713880888,0.8999293257067487,0.0,0.99
32,1.0666666666666667,left_shoulder,0.4823650783961837,0.29566940581299306,0.0,0.99
32,1.0666666666666667,right_shoulder,0.6632197259399404,0.29583090014730895,0.0,0.99
32,1.0666666666666667,left_hip,0.4711964737443974,0.5496892644029107,0.0,0.99
32,1.0666666666666667,right_hip,0.6092752311825166,0.5487346973669304,0.0,0.99
32,1.0666666666666667,left_knee,0.3967118620666647,0.6971283943200082,0.0,0.99
32,1.0666666666666667,right_knee,0.6038268352580372,0.6957294922970539,0.0,0.99
32,1.0666666666666667,left_ankle,0.3694196744399749,0.9008911745537898,0.0,0.99
32,1.0666666666666667,right_ankle,0.6294214175950679,0.9001629447354421,0.0,0.99
33,1.1,left_shoulder,0.4750727218273364,0.28983737189672704,0.0,0.99
33,1.1,right_shoulder,0.6566947211449239,0.28905445061737944,0.0,0.99
33,1.1,left_hip,0.46719001206101696,0.5362860540425748,0.0,0.99
33,1.1,right_hip,0.6073233023590171,0.5366752394128653,0.0,0.99
33,1.1,left_knee,0.3944276406180372,0.6940350738230308,0.0,0.99
33,1.1,right_knee,0.6050074079009181,0.6922893312380113,0.0,0.99
33,1.1,left_ankle,0.36900718094333945,0.8999833922189711,0.0,0.99
33,1.1,right_ankle,0.6299015206009957,0.8996039020825503,0.0,0.99
34,1.1333333333333333,left_shoulder,0.46878402260746355,0.28319052845980414,0.0,0.99
34,1.1333333333333333,right_shoulder,0.6491347642576981,0.2841830702342442,0.0,0.99
34,1.1333333333333333,left_hip,0.46206048730102844,0.5248952835088003,0.0,0.99
34,1.1333333333333333,right_hip,0.6037352261264943,0.5236338981216421,0.0,0.99
34,1.1333333333333333,left_knee,0.3947698990809308,0.6908716507613487,0.0,0.99
34,1.1333333333333333,right_knee,0.6068860317650397,0.6900252695477058,0.0,0.99
34,1.1333333333333333,left_ankle,0.369744443998709,0.8997857987640823,0.0,0.99
34,1.1333333333333333,right_ankle,0.6309975850115712,0.9001783533107698,0.0,0.99
35,1.1666666666666667,left_shoulder,0.4634412751543481,0.2775759620092805,0.0,0.99
35,1.1666666666666667,right_shoulder,0.6432701670117463,0.27681639270000086,0.0,0.99
35,1.1666666666666667,left_hip,0.4590477844417693,0.5141401920577903,0.0,0.99
35,1.1666666666666667,right_hip,0.5994156111059689,0.5143420198444584,0.0,0.99
35,1.1666666666666667,left_knee,0.3924519588505739,0.6874069478106225,0.0,0.99
35,1.1666666666666667,right_knee,0.6070686165578646,0.6872551898749933,0.0,0.99
35,1.1666666666666667,left_ankle,0.36974669857003006,0.9009123305295073,0.0,0.99
35,1.1666666666666667,right_ankle,0.6307685331110509,0.9006239245349416,0.0,0.99
36,1.2,left_shoulder,0.45883831989570273,0.27340337606288334,0.0,0.99
36,1.2,right_shoulder,0.639457926884641,0.27267498458434053,0.0,0.99
36,1.2,left_hip,0.4574261053238826,0.5028546166128202,0.0,0.99
36,1.2,right_hip,0.5974516650968853,0.5036573853898546,0.0,0.99
36,1.2,left_knee,0.3926014240664756,0.6858785495488213,0.0,0.99
36,1.2,right_knee,0.607476328592609,0.6846875219379595,0.0,0.99
36,1.2,left_ankle,0.3708535540930943,0.8992546226407702,0.0,0.99
36,1.2,right_ankle,0.6299443681748936,0.8996873257053158,0.0,0.99
37,1.2333333333333334,left_shoulder,0.45378872249658725,0.2686712437754902,0.0,0.99
37,1.2333333333333334,right_shoulder,0.6351457711183174,0.26771351687472583,0.0,0.99
37,1.2333333333333334,left_hip,0.45486375663289647,0.4950776769169067,0.0,0.99
37,1.2333333333333334,right_hip,0.5946664093857461,0.4952647398902355,0.0,0.99
37,1.2333333333333334,left_knee,0.390700194729767,0.6829647267074759,0.0,0.99
37,1.2333333333333334,right_knee,0.6080502152480238,0.6844533326051506,0.0,0.99
37,1.2333333333333334,left_ankle,0.3699941515706537,0.8994400505044011,0.0,0.99
37,1.2333333333333334,right_ankle,0.6308125187804228,0.9009929502272495,0.0,0.99
38,1.2666666666666666,left_shoulder,0.4505724708239161,0.2639517420647519,0.0,0.99
38,1.2666666666666666,right_shoulder,0.630057364128274,0.26385397895296553,0.0,0.99
38,1.2666666666666666,left_hip,0.45227977154353677,0.4880081163378756,0.0,0.99
38,1.2666666666666666,right_hip,0.5920741142374085,0.48834264279462014,0.0,0.99
38,1.2666666666666666,left_knee,0.39091799380742404,0.6828511917792024,0.0,0.99
38,1.2666666666666666,right_knee,0.6097205568924173,0.6819022521780606,0.0,0.99
38,1.2666666666666666,left_ankle,0.3698277671448267,0.9000483362855018,0.0,0.99
38,1.2666666666666666,right_ankle,0.6297537316273188,0.8996764062010066,0.0,0.99
39,1.3,left_shoulder,0.4472212813934001,0.2616521950514847,0.0,0.99
39,1.3,right_shoulder,0.6290325328826519,0.26134890996104526,0.0,0.99
39,1.3,left_hip,0.451171881693849,0.48422056048702283,0.0,0.99
39,1.3,right_hip,0.5918908128967286,0.48339323295697084,0.0,0.99
39,1.3,left_knee,0.3898915688217134,0.6804289794584283,0.0,0.99
39,1.3,right_knee,0.6094499872139033,0.6808237889436146,0.0,0.99
39,1.3,left_ankle,0.3709078871505263,0.900697367352461,0.0,0.99
39,1.3,right_ankle,0.6307457819725281,0.8990436210204251,0.0,0.99
40,1.3333333333333333,left_shoulder,0.4455918679166585,0.26094640449976164,0.0,0.99
40,1.3333333333333333,right_shoulder,0.627318773968578,0.2604739174852979,0.0,0.99
40,1.3333333333333333,left_hip,0.45046734238648983,0.4799965213543091,0.0,0.99
40,1.3333333333333333,right_hip,0.5900760315969108,0.4818498185261257,0.0,0.99
40,1.3333333333333333,left_knee,0.390739075234202,0.6809453168720216,0.0,0.99
40,1.3333333333333333,right_knee,0.6108565854221432,0.6797313220905715,0.0,0.99
40,1.3333333333333333,left_ankle,0.3692180919978589,0.8993087567709694,0.0,0.99
40,1.3333333333333333,right_ankle,0.6300447312142237,0.9003641501234306,0.0,0.99
41,1.3666666666666667,left_shoulder,0.4468829811189382,0.2604434705779106,0.0,0.99
41,1.3666666666666667,right_shoulder,0.62629469623933,0.26052960109554063,0.0,0.99
41,1.3666666666666667,left_hip,0.44991465008385484,0.480103001829637,0.0,0.99
41,1.3666666666666667,right_hip,0.5890790925175154,0.48056459723600226,0.0,0.99
41,1.3666666666666667,left_knee,0.3894651536579338,0.680839840218985,0.0,0.99
41,1.3666666666666667,right_knee,0.6102910115527365,0.6796075645232564,0.0,0.99
41,1.3666666666666667,left_ankle,0.36925593369642606,0.8995035878945628,0.0,0.99
41,1.3666666666666667,right_ankle,0.6302725821947669,0.9003971638346291,0.0,0.99
42,1.4,left_shoulder,0.4564742653682745,0.2597074339860217,0.0,0.99
42,1.4,right_shoulder,0.6372988733640841,0.2607325121171513,0.0,0.99
42,1.4,left_hip,0.45602616389484524,0.48001389623652463,0.0,0.99
42,1.4,right_hip,0.5964521217942409,0.4795876534490888,0.0,0.99
42,1.4,left_knee,0.39335304260248505,0.6799213812541754,0.0,0.99
